code,meaning,warehouse_row_count,warehouse_patient_count,candidate_origins,amyloid_tier,amyloid_signal_categories,review_bucket,suggested_atom_ids,suggested_atom_names,suggestion_scores,audit_flags
M06.049,"Rheumatoid arthritis without rheumatoid factor, unspecified hand",74,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.08,"Rheumatoid arthritis without rheumatoid factor, vertebrae",4,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.842,"Other specified rheumatoid arthritis, left hand",9,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.861,"Other specified rheumatoid arthritis, right knee",17,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M45.4,Ankylosing spondylitis of thoracic region,7,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_inflammatory_arthritis,Chronic inflammatory joint disease,"chronic_inflammatory_arthritis:7.0(phrase;tokens=ankylos,spondyliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.041,"Acute hematogenous osteomyelitis, right hand",10,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.062,"Acute hematogenous osteomyelitis, left tibia and fibula",31,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.112,"Other acute osteomyelitis, left shoulder",7,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.121,"Other acute osteomyelitis, right humerus",117,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.169,"Other acute osteomyelitis, unspecified tibia and fibula",16,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.252,"Subacute osteomyelitis, left femur",62,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.312,"Chronic multifocal osteomyelitis, left shoulder",125,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.40,"Chronic osteomyelitis with draining sinus, unspecified site",68,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.441,"Chronic osteomyelitis with draining sinus, right hand",40,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.442,"Chronic osteomyelitis with draining sinus, left hand",34,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.469,"Chronic osteomyelitis with draining sinus, unspecified tibia and fibula",26,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.612,"Other chronic osteomyelitis, left shoulder",26,3,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
P59.29,Neonatal jaundice from other hepatocellular damage,86,3,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
Q26.0,Congenital stenosis of vena cava,5,3,SUPPLIED_895_LIST,,Musculoskeletal / ATTR prodrome,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
A18.10,"Tuberculosis of genitourinary system, unspecified",54,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
A18.39,Retroperitoneal tuberculosis,42,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
A18.83,"Tuberculosis of digestive tract organs, not elsewhere classified",74,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
A18.89,Tuberculosis of other sites,7,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
A19.2,"Acute miliary tuberculosis, unspecified",13,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
B19.11,Unspecified viral hepatitis B with hepatic coma,40,2,SUPPLIED_895_LIST,,GI / hepatobiliary signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY
K51.813,Other ulcerative colitis with fistula,25,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,ibd_inflammatory_driver,Inflammatory bowel disease,"ibd_inflammatory_driver:7.0(phrase;tokens=coliti,ulcerative)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
K51.914,"Ulcerative colitis, unspecified with abscess",19,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,ibd_inflammatory_driver,Inflammatory bowel disease,"ibd_inflammatory_driver:7.0(phrase;tokens=coliti,ulcerative)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.29,Rheumatoid vasculitis with rheumatoid arthritis of multiple sites,13,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:8.0(phrase;tokens=arthriti,rheumatoid,vasculiti) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.39,Rheumatoid heart disease with rheumatoid arthritis of multiple sites,7,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.69,Rheumatoid arthritis of multiple sites with involvement of other organs and systems,24,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.779,Rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot without organ or systems involvement,2,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.841,Other rheumatoid arthritis with rheumatoid factor of right hand,16,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M05.A,Abnormal rheumatoid factor and anti-citrullinated protein antibody with rheumatoid arthritis,17,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.031,"Rheumatoid arthritis without rheumatoid factor, right wrist",11,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.051,"Rheumatoid arthritis without rheumatoid factor, right hip",17,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.062,"Rheumatoid arthritis without rheumatoid factor, left knee",17,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.80,"Other specified rheumatoid arthritis, unspecified site",2,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.841,"Other specified rheumatoid arthritis, right hand",8,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.852,"Other specified rheumatoid arthritis, left hip",34,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M06.862,"Other specified rheumatoid arthritis, left knee",11,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M08.061,"Unspecified juvenile rheumatoid arthritis, right knee",12,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,autoimmune_disease | chronic_inflammatory_arthritis,Chronic inflammatory joint disease | autoimmune disease,"autoimmune_disease:7.0(phrase;tokens=arthriti,rheumatoid) | chronic_inflammatory_arthritis:7.0(phrase;tokens=arthriti,rheumatoid)",EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M45.3,Ankylosing spondylitis of cervicothoracic region,11,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_inflammatory_arthritis,Chronic inflammatory joint disease,"chronic_inflammatory_arthritis:7.0(phrase;tokens=ankylos,spondyliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M46.23,"Osteomyelitis of vertebra, cervicothoracic region",22,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M46.25,"Osteomyelitis of vertebra, thoracolumbar region",48,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M46.27,"Osteomyelitis of vertebra, lumbosacral region",14,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.022,"Acute hematogenous osteomyelitis, left humerus",18,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.031,"Acute hematogenous osteomyelitis, right radius and ulna",63,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.052,"Acute hematogenous osteomyelitis, left femur",2,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.079,"Acute hematogenous osteomyelitis, unspecified ankle and foot",6,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.211,"Subacute osteomyelitis, right shoulder",148,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.321,"Chronic multifocal osteomyelitis, right humerus",4,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.422,"Chronic osteomyelitis with draining sinus, left humerus",84,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.432,"Chronic osteomyelitis with draining sinus, left radius and ulna",42,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.551,"Other chronic hematogenous osteomyelitis, right femur",10,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.561,"Other chronic hematogenous osteomyelitis, right tibia and fibula",20,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.629,"Other chronic osteomyelitis, unspecified humerus",3,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,chronic_infection,Chronic or active infection,"chronic_infection:7.0(phrase;tokens=chronic,osteomyeliti)",AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.8X1,"Other osteomyelitis, shoulder",2,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
M86.8X2,"Other osteomyelitis, upper arm",15,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
O10.211,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, first trimester",2,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,hypertension | renal_dysfunction,Hypertension | Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=chronic,kidney) | hypertension:3.0(tokens=exist,hypertensive,pre)",EXPLICIT_ALTERNATIVE_ETIOLOGY
O10.212,"Pre-existing hypertensive chronic kidney disease complicating pregnancy, second trimester",4,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST | ATOM_PHRASE_MATCH,Tier 3 — Organ-context signals (nonspecific alone),Renal signals,ALTERNATIVE_OR_GUARDRAIL_REVIEW,hypertension | renal_dysfunction,Hypertension | Renal dysfunction / chronic kidney disease,"renal_dysfunction:7.0(phrase;tokens=chronic,kidney) | hypertension:3.0(tokens=exist,hypertensive,pre)",EXPLICIT_ALTERNATIVE_ETIOLOGY
O98.011,"Tuberculosis complicating pregnancy, first trimester",4,2,SUPPLIED_465_LIST | SUPPLIED_895_LIST,Tier 3 — Organ-context signals (nonspecific alone),Inflammatory / AA pathway,ALTERNATIVE_OR_GUARDRAIL_REVIEW,,,,EXPLICIT_ALTERNATIVE_ETIOLOGY | AA_PATHWAY_NOT_ATTR_POSITIVE_EVIDENCE
